sentence,word,options,answer,explanation
"這(ㄓㄜˋ) 首(ㄕㄡˇ) 童(ㄊㄨㄥˊ) 謠(ㄧㄠˊ) 已(ㄧˇ) 經(ㄐㄧㄥ) 流(ㄌㄧㄡˊ) 傳(ㄔㄨㄢˊ) 很(ㄏㄣˇ) 久(ㄐㄧㄡˇ) 了(˙ㄌㄜ) 。",傳,ㄔㄨㄢˊ|ㄓㄨㄢˋ,ㄔㄨㄢˊ,「流傳」的傳讀作 ㄔㄨㄢˊ。
"感(ㄍㄢˇ) 冒(ㄇㄠˋ) 很(ㄏㄣˇ) 容(ㄖㄨㄥˊ) 易(ㄧˋ) 傳(ㄔㄨㄢˊ) 染(ㄖㄢˇ) 給(ㄍㄟˇ) 別(ㄅㄧㄝˊ) 人(ㄖㄣˊ) 。",傳,ㄔㄨㄢˊ|ㄓㄨㄢˋ,ㄔㄨㄢˊ,「傳染」的傳讀作 ㄔㄨㄢˊ。
"過(ㄍㄨㄛˋ) 年(ㄋㄧㄢˊ) 貼(ㄊㄧㄝ) 春(ㄔㄨㄣ) 聯(ㄌㄧㄢˊ) 是(ㄕˋ) 中(ㄓㄨㄥ) 國(ㄍㄨㄛˊ) 的(˙ㄉㄜ) 傳(ㄔㄨㄢˊ) 統(ㄊㄨㄥˇ) 習(ㄒㄧˊ) 俗(ㄙㄨˊ) 。",傳,ㄔㄨㄢˊ|ㄓㄨㄢˋ,ㄔㄨㄢˊ,「傳統」的傳讀作 ㄔㄨㄢˊ。
"我(ㄨㄛˇ) 最(ㄗㄨㄟˋ) 近(ㄐㄧㄣˋ) 在(ㄗㄞˋ) 看(ㄎㄢˋ) 科(ㄎㄜ) 學(ㄒㄩㄝˊ) 家(ㄐㄧㄚ) 的(˙ㄉㄜ) 傳(ㄓㄨㄢˋ) 記(ㄐㄧˋ) 。",傳,ㄔㄨㄢˊ|ㄓㄨㄢˋ,ㄓㄨㄢˋ,「傳記」的傳讀作 ㄓㄨㄢˋ。
"爸(ㄅㄚˋ) 爸(˙ㄅㄚ) 用(ㄩㄥˋ) 傳(ㄔㄨㄢˊ) 真(ㄓㄣ) 寄(ㄐㄧˋ) 送(ㄙㄨㄥˋ) 文(ㄨㄣˊ) 件(ㄐㄧㄢˋ) 。",傳,ㄔㄨㄢˊ|ㄓㄨㄢˋ,ㄔㄨㄢˊ,「傳真」的傳讀作 ㄔㄨㄢˊ。
"老(ㄌㄠˇ) 師(ㄕ) 說(ㄕㄨㄛ) 《 左(ㄗㄨㄛˇ) 傳(ㄓㄨㄢˋ) 》 是(ㄕˋ) 一(ㄧˋ) 本(ㄅㄣˇ) 古(ㄍㄨˇ) 代(ㄉㄞˋ) 的(˙ㄉㄜ) 歷(ㄌㄧˋ) 史(ㄕˇ) 書(ㄕㄨ) 。",傳,ㄔㄨㄢˊ|ㄓㄨㄢˋ,ㄓㄨㄢˋ,「左傳」的傳讀作 ㄓㄨㄢˋ。
"這(ㄓㄜˋ) 位(ㄨㄟˋ) 英(ㄧㄥ) 雄(ㄒㄩㄥˊ) 的(˙ㄉㄜ) 故(ㄍㄨˋ) 事(ㄕˋ) 充(ㄔㄨㄥ) 滿(ㄇㄢˇ) 傳(ㄔㄨㄢˊ) 奇(ㄑㄧˊ) 色(ㄙㄜˋ) 彩(ㄘㄞˇ) 。",傳,ㄔㄨㄢˊ|ㄓㄨㄢˋ,ㄔㄨㄢˊ,「傳奇」的傳讀作 ㄔㄨㄢˊ。
"哥(ㄍㄜ) 哥(˙ㄍㄜ) 和(ㄏㄢˋ) 姐(ㄐㄧㄝˇ) 姐(˙ㄐㄧㄝ) 在(ㄗㄞˋ) 舞(ㄨˇ) 台(ㄊㄞˊ) 上(ㄕㄤˋ) 用(ㄩㄥˋ) 眼(ㄧㄢˇ) 神(ㄕㄣˊ) 眉(ㄇㄟˊ) 目(ㄇㄨˋ) 傳(ㄔㄨㄢˊ) 情(ㄑㄧㄥˊ) 。",傳,ㄔㄨㄢˊ|ㄓㄨㄢˋ,ㄔㄨㄢˊ,「傳情」的傳讀作 ㄔㄨㄢˊ。
"我(ㄨㄛˇ) 將(ㄐㄧㄤ) 來(ㄌㄞˊ) 想(ㄒㄧㄤˇ) 當(ㄉㄤ) 一(ㄧˊ) 位(ㄨㄟˋ) 老(ㄌㄠˇ) 師(ㄕ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤ,「將來」的將讀作 ㄐㄧㄤ。
"他(ㄊㄚ) 決(ㄐㄩㄝˊ) 定(ㄉㄧㄥˋ) 努(ㄋㄨˇ) 力(ㄌㄧˋ) 表(ㄅㄧㄠˇ) 現(ㄒㄧㄢˋ) ， 將(ㄐㄧㄤ) 功(ㄍㄨㄥ) 補(ㄅㄨˇ) 過(ㄍㄨㄛˋ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤ,「將功補過」的將讀作 ㄐㄧㄤ。
"聽(ㄊㄧㄥ) 了(˙ㄌㄜ) 這(ㄓㄜˋ) 個(˙ㄍㄜ) 消(ㄒㄧㄠ) 息(ㄒㄧˊ) 後(ㄏㄡˋ) ， 他(ㄊㄚ) 還(ㄏㄞˊ) 是(ㄕˋ) 將(ㄐㄧㄤ) 信(ㄒㄧㄣˋ) 將(ㄐㄧㄤ) 疑(ㄧˊ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤ,「將信將疑」的將讀作 ㄐㄧㄤ。
"那(ㄋㄚˋ) 位(ㄨㄟˋ) 老(ㄌㄠˇ) 將(ㄐㄧㄤˋ) 經(ㄐㄧㄥ) 驗(ㄧㄢˋ) 非(ㄈㄟ) 常(ㄔㄤˊ) 豐(ㄈㄥ) 富(ㄈㄨˋ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤˋ,「老將」的將讀作 ㄐㄧㄤˋ。
"這(ㄓㄜˋ) 棵(ㄎㄜ) 樹(ㄕㄨˋ) 已(ㄧˇ) 經(ㄐㄧㄥ) 將(ㄐㄧㄤ) 近(ㄐㄧㄣˋ) 十(ㄕˊ) 公(ㄍㄨㄥ) 尺(ㄔˇ) 高(ㄍㄠ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤ,「將近」的將讀作 ㄐㄧㄤ。
"古(ㄍㄨˇ) 代(ㄉㄞˋ) 的(˙ㄉㄜ) 將(ㄐㄧㄤˋ) 軍(ㄐㄩㄣ) 帶(ㄉㄞˋ) 領(ㄌㄧㄥˇ) 士(ㄕˋ) 兵(ㄅㄧㄥ) 打(ㄉㄚˇ) 仗(ㄓㄤˋ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤˋ,「將軍」的將讀作 ㄐㄧㄤˋ。
"這(ㄓㄜˋ) 位(ㄨㄟˋ) 將(ㄐㄧㄤˋ) 領(ㄌㄧㄥˇ) 帶(ㄉㄞˋ) 兵(ㄅㄧㄥ) 打(ㄉㄚˇ) 了(˙ㄌㄜ) 許(ㄒㄩˇ) 多(ㄉㄨㄛ) 勝(ㄕㄥˋ) 仗(ㄓㄤˋ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤˋ,「將領」的將讀作 ㄐㄧㄤˋ。
"哥(ㄍㄜ) 哥(˙ㄍㄜ) 是(ㄕˋ) 學(ㄒㄩㄝˊ) 校(ㄒㄧㄠˋ) 游(ㄧㄡˊ) 泳(ㄩㄥˇ) 隊(ㄉㄨㄟˋ) 的(˙ㄉㄜ) 健(ㄐㄧㄢˋ) 將(ㄐㄧㄤˋ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤˋ,「健將」的將讀作 ㄐㄧㄤˋ。
"那(ㄋㄚˋ) 位(ㄨㄟˋ) 上(ㄕㄤˋ) 將(ㄐㄧㄤˋ) 受(ㄕㄡˋ) 到(ㄉㄠˋ) 大(ㄉㄚˋ) 家(ㄐㄧㄚ) 的(˙ㄉㄜ) 尊(ㄗㄨㄣ) 敬(ㄐㄧㄥˋ) 。",將,ㄐㄧㄤ|ㄐㄧㄤˋ,ㄐㄧㄤˋ,「上將」的將讀作 ㄐㄧㄤˋ。
"我(ㄨㄛˇ) 明(ㄇㄧㄥˊ) 天(ㄊㄧㄢ) 要(ㄧㄠˋ) 參(ㄘㄢ) 加(ㄐㄧㄚ) 學(ㄒㄩㄝˊ) 校(ㄒㄧㄠˋ) 的(˙ㄉㄜ) 運(ㄩㄣˋ) 動(ㄉㄨㄥˋ) 會(ㄏㄨㄟˋ) 。",參,ㄘㄢ|ㄘㄣ,ㄘㄢ,「參加」的參讀作 ㄘㄢ。
"大(ㄉㄚˋ) 家(ㄐㄧㄚ) 都(ㄉㄡ) 很(ㄏㄣˇ) 熱(ㄖㄜˋ) 心(ㄒㄧㄣ) 參(ㄘㄢ) 與(ㄩˋ) 活(ㄏㄨㄛˊ) 動(ㄉㄨㄥˋ) 。",參,ㄘㄢ|ㄘㄣ,ㄘㄢ,「參與」的參讀作 ㄘㄢ。
"哥(ㄍㄜ) 哥(˙ㄍㄜ) 代(ㄉㄞˋ) 表(ㄅㄧㄠˇ) 學(ㄒㄩㄝˊ) 校(ㄒㄧㄠˋ) 參(ㄘㄢ) 賽(ㄙㄞˋ) 。",參,ㄘㄢ|ㄘㄣ,ㄘㄢ,「參賽」的參讀作 ㄘㄢ。
"森(ㄙㄣ) 林(ㄌㄧㄣˊ) 裡(ㄌㄧˇ) 有(ㄧㄡˇ) 許(ㄒㄩˇ) 多(ㄉㄨㄛ) 參(ㄘㄣ) 天(ㄊㄧㄢ) 大(ㄉㄚˋ) 樹(ㄕㄨˋ) 。",參,ㄘㄢ|ㄘㄣ,ㄘㄣ,「參天」的參讀作 ㄘㄣ。
"媽(ㄇㄚ) 媽(˙ㄇㄚ) 用(ㄩㄥˋ) 人(ㄖㄣˊ) 參(ㄕㄣ) 燉(ㄉㄨㄣˋ) 雞(ㄐㄧ) 湯(ㄊㄤ) 給(ㄍㄟˇ) 大(ㄉㄚˋ) 家(ㄐㄧㄚ) 補(ㄅㄨˇ) 身(ㄕㄣ) 體(ㄊㄧˇ) 。",參,ㄘㄢ|ㄕㄣ,ㄕㄣ,「人參」的參讀作 ㄕㄣ。
"班(ㄅㄢ) 上(ㄕㄤˋ) 同(ㄊㄨㄥˊ) 學(ㄒㄩㄝˊ) 的(˙ㄉㄜ) 身(ㄕㄣ) 高(ㄍㄠ) 參(ㄘㄣ) 差(ㄘ) 不(ㄅㄨˋ) 齊(ㄑㄧˊ) 。",參,ㄘㄢ|ㄘㄣ,ㄘㄣ,「參差不齊」的參讀作 ㄘㄣ。
"做(ㄗㄨㄛˋ) 報(ㄅㄠˋ) 告(ㄍㄠˋ) 時(ㄕˊ) ， 我(ㄨㄛˇ) 們(˙ㄇㄣ) 可(ㄎㄜˇ) 以(ㄧˇ) 上(ㄕㄤˋ) 網(ㄨㄤˇ) 查(ㄔㄚˊ) 資(ㄗ) 料(ㄌㄧㄠˋ) 作(ㄗㄨㄛˋ) 為(ㄨㄟˊ) 參(ㄘㄢ) 考(ㄎㄠˇ) 。",參,ㄘㄢ|ㄘㄣ,ㄘㄢ,「參考」的參讀作 ㄘㄢ。
"每(ㄇㄟˇ) 位(ㄨㄟˋ) 國(ㄍㄨㄛˊ) 民(ㄇㄧㄣˊ) 都(ㄉㄡ) 有(ㄧㄡˇ) 參(ㄘㄢ) 政(ㄓㄥˋ) 的(˙ㄉㄜ) 權(ㄑㄩㄢˊ) 利(ㄌㄧˋ) 。",參,ㄘㄢ|ㄘㄣ,ㄘㄢ,「參政」的參讀作 ㄘㄢ。
